YEAR,SERVICE,TITLE,ID #,DEPARTMENT,LOCATION,DISTRICT,Description,FIN_CODE,Amount,LATITUDE,LONGITUDE
2008,Residential and Economic Development,Invest St. Paul: Community Collaboration for Home Ownership,RE-661809-1,Planning and Economic Development,Citywide,Citywide,"This is a flexible source of financing to primarily assist in the development of home ownership opportunities. Along with private developers and home owners, PED is working in collaboration with a number of Community Delvelopment Corporations (CDCs), including Habitat for Humanity, to newly construct or rehabilitate vacant houses and create new ownership opportunities. During the past few years, the collaboration with the CDCs includes a partnership with three major funders in addition to the City/HRA: the Minnesota Housing Finance Agency (MHFA), the Metropolitan Council, and the Family Housing Fund. The flexible funds assist in the development of a variety of housing types including single family detached homes, duplexes, town homes and row houses. Eligible uses of funds are uses defined eligible under the CDBG rules as they pertain to the acquisition, relocation, demolition, site preparation, rehabilitation including historic preservation, treatment of hazardous materials, new construction, financing and related costs. Funds are primarily used to pay the value gap between the total development cost and the appraised market value of the unit.",CDBG,500000,,
2008,Residential and Economic Development,Invest St. Paul: Commercial Corridor and Citywide Econ. Dev.,RE-661810-1,Planning and Economic Development,Citywide,Citywide,"Flexible gap financing will be used to assist businesses with working capital, business expansion, property acquisition, rehabilitation, energy conservation improvements, leasehold improvements, public improvements and development projects on a citywide basis. Funds will be prioritized to achieve the goals of Invest St. Paul program which seeks to target City resources in a coordinated, concentrated and comprehensive manner that will improve the lives of all St. Paul citizens. Funds will be used to revitalize commercial corridors and for key development projects. Priority will be given to projects that maximize job creation and retention. A portion of the funds will be targeted to the Central Corridor to assist businesses that need to make investments in preparation for the Light Rail Transit (LRT) Project.",CDBG,500000,,
2008,Residential and Economic Development,Home Improvement Plus,RE-550862-1,Planning and Economic Development,St. Paul's East Side,"1, 2, 4","Home Improvement Plus is NENDC's comprehensive home improvement program. We offer a variety of options to low and moderate income homeowners.  The program offers deferred loans (grants) and low interest loans. Eligible improvements include exterior improvements, code improvements, and value added improvements. The program requires that health and safety needs and improvements must be satisfied before other improvements are funded.  The deferred loans can be used to fund up to half of the total cost of the project with the remainder financed through sources (additional loans, sweat equity...)  A budget of $150,000 for FY 2004 and $150,000 for FY 2005 is requested for this project.",CDBG,150000,,
2008,Residential and Economic Development,Home Improvement Lending Program,RE-661087-1,Planning and Economic Development,Citywide,Citywide,"For the past 22 years, CNHS has been lending CDBG funds to homeowners within the City of St. Paul for home improvements.  According to the 1990 census tracts, more than 50% of the housing stock in many of the city's districts was built prior to 1939. There are ongoing maintenance and improvement needs throughout the community.  CNHS works with families who are below 80% of the local area median income.  The focus of the home improvements follows the HUD CDBG guidelines.  As the years pass the average size loan for these improvements increase.  Currently the average size loan is about $14,000 per project.

CNHS is requesting funds from the City of St. Paul to continue a home improvement loan program to stabilize the housing infrastructure needs of the families within the city of St. Paul.",CDBG,281000,,
2008,Community Facilities,Skyway Bridge Painting- Capital Maintenance,CF-660836-140,Safety and Inspections,36 Downtown Bridges,Citywide,A specified fund for Capital Maintenance work on City-owned facilities. This program funds the preservation of the City's physical assets.,CIB,198999,,
2008,Community Facilities,Harriet Island Regional Park TEA 21 Match,CF-021772,Parks and Recreation,Harriet Island,3,"This project will complete the Harriet Island Regional Park project as envisioned and approved in the 1998 master plan by leveraging $1,000,000 TEA 21 federal funds.  The project will complete the last 1,100 feet of river edge promenade, including riverbank improvements, trail connections, picnic facilities, signage, and lighting.",CIB,620000,,
2008,Community Facilities,Hamline Hague Tot Lot/Sitework,CF-021768,Parks and Recreation,Southwest corner of Hague and Scheuneman Aves.,2,"Construction of a new children's play area that will meet current Consumer Product Safety Commission guidelines and ADA requirements for accessibility.  Related site improvements such as walkways, benches, landscaping, and signage are also included.",CIB,280000,,
2008,Residential and Economic Development,Frogtown Flexible Fund for Housing Development,RE-071803-1,Planning and Economic Development,"GFCDC's Service Area, District 7 boundaries",7,"GFCDC is seeking grant funds for its Frogtown Flexible Fund for Housing Redevelopment. This funding is critical to the redevelopment of the Frogtown community as it will give GFCDC the flexibility needed to improve the condition of housing stock through a variety of methods including acquistion of vacant lots or existing houses, relocation of tenants only if necessary, demolition of dilapidated properties where rehab is financially unfeasible, gap financing for new construction on vacant lots or rehabilitation of existing houses and gap to provide long-term affordability. GFCDC will target resouces on main corridors and high crime areas within the neighborhood. GFCDC's redeveloped properties will be sold at prices affordable to low and low-moderate income families, selling at either appraised market values or below appraised values. When feasible, GFCDC will place properties in a land trust to provide permanent afforadability. Flexible funding will enable GFCDC to provide quality, durable housing.",CDBG,150000,,
2008,Community Facilities,Park and Library Capital Asset Revitalization,CF-661982,Parks and Recreation,Citywide,Citywide,"Provide resources for the maintenance of the City's Libraries and Recreation Facilities in need of repair, upgrade and reconfiguration to address shifting use.  This will include an evaluation of use, projected trends, budgets, and how to best extend the useful life of existing facilities to meet the needs of residents and to decrease the need for premature major re-developments.",CIB,1000000,,
2008,Residential and Economic Development,Frogtown Facelift Rehab Loan Program,RE-071802-1,Planning and Economic Development,District 7 boundaries,7,"The requested funds would provide on going funding to our Facelift Rehab Loan Program. The program was started in 1997 to provide low income homeowners with a low interest loan/grant to make necessary repairs to their homes. The program serves as the foundation of our rehab lending work serving families who are at 80% or less of the metro wide median income. The program is designed to allow residents to borrow up to $30,000 -1/3 of the funds are forgiven over 5 years as long as they continue to live in and own the home, 1/3 is due on the sale of the home, the final 1/3 is repaid at 5% interest over 12 years, so monthly payments end up around $92 per month, instead of nearly $250/month on a traditional loan. The program has close over 140 loans to date. This has resulted in an investment of over $2.9 million dollars in the community.",CDBG,200000,,
2008,Community Facilities,Midway Stadium Field Lighting Contractor Replace- Capital Maintenance,CF-660836-138,Parks and Recreation,1771 Energy Park Drive,,A specified fund for Capital Maintenance work on City-owned facilities. This program funds the preservation of the City's physical assets.,CIB,25000,,
2008,Community Facilities,Hamm Plaza Ductwork Replacement- Capital Maintenance,CF-660836-137,Parks and Recreation,409 St. Peter Street,,A specified fund for Capital Maintenance work on City-owned facilities. This program funds the preservation of the City's physical assets.,CIB,5000,,
2008,Community Facilities,Fire Station 1 and 10 and HQ,CF-091831,Fire,West 7th and Randolph Ave,9,"This Facility is intended to meet the Fire and Safety Services needs of the West 7th Street Community.  This proposal combines and replaces two fire stations, and Fire Headquarters.  The building will not only house the firefighting apparatus and their crews, but it will be utilized for firefighter training, community meetings, and will continue the blood pressure and safe haven services offered at all the fire houses.  This fire station will house three firefighter companies.  The station will be utilized for some rescue training procedures that will require special detailing of the roof at the hose tower and adjacent areas.  It is the intent of Fire and Safety Services that the community will have access to the meeting room area and its support facilities.  The site included in this project proposal is located at the corner of West 7th Street and Randolph Avenue.

Remaining prior year funds will be used for design costs.  Progress to date: Site acquisition completed with the exception of one parcel.  Steps are being taken to try to acquire.  Next steps: Begin work on project design.",Internal Loan,1000000,,
2008,Residential and Economic Development,Economic Development Fund,RE-551773-1,Planning and Economic Development,"East of Johnson Parkway, North of I-94","1, 2, 4, 5","To provide loans and loan guarantees to businesses located in the service area and/or to identify blighted, marginal retail buildings, acquire and prepare for reuse or demolition. The Economic Development - Loan Leverage fund is designed to target small to medium service, retail or manufacturing businesses that both provide service to the neighborhood and the opportunity for employment. Eligible uses include site acquisition, construction, machinery, working capital and site improvements. A budget of $200,000 for 2008  and $200,000 for 2009 is requested for this program.",CDBG,200000,,
2008,Residential and Economic Development,East Side Home Improvement Revolving Loan Fund,RE-550797-1,Planning and Economic Development,"Dayton's Bluff: East of Mounds Blvd., south of the Burlington Norhtern Railroad Corridor, west of Johnson Pkwy.,","4, 5","The East Side RLF provides a comprehensive package of services to retain and promote safe and affordable home ownership.  Services include: home inspections, lead paint risk assessments, spec writing, assistance obtaining bids, construction monitoring, lead clearance testing, construction escrow management, loan processing, financial counseling and the provision of below market interest rate loans to owner occupant households unable to obtain affordable conventional financing.  Using CDBG funds for rehab financing allows access to a wide variety of public and private resources that are ""packaged"" with RLF loans.  This results in added leverage and neighborhood impact.  Partnerships with private lenders, the MHFA, Neighborhood Reinvestment Corporation and others are fully utilized to maximize investment dollars.  These funds enable homeowners/home buyers to rehabilitate, refinance/rehabilitate or purchase/rehabilitate a home.  Our joint request for CIB/CDBG funding is $1,000,000 (Dayton's Bluff: $500,000 or $250,000 per year, and Payne/Phalen: $500,000 or $250,000 per year).",CDBG,400000,,
2008,Streets and Utilities,Earl/Mclean RSVP,SU-6600816-22,Public Works,Earl/Mclean RSVP,4,"Grade and pave existing oiled and older paved residential streets with new bituminous pavement.   Other work to be done includes the construction of concrete curbs and gutters, driveway aprons, outwalks, handicapped pedestrian ramps, grade and sod boulevards, plant trees and install street lighting.  This program also includes installation of street lighting on newer paved residential streets that currently do not have any street lighting.",Street Bonds,5738000,,
2008,Community Facilities,Rice Park Electrical Service- Capital Maintenance,CF-660836-139,Parks and Recreation,109 W. 4th Street,,A specified fund for Capital Maintenance work on City-owned facilities. This program funds the preservation of the City's physical assets.,CIB,35000,,
2008,Internal Service,Data Center Consolidation and Upgrades,CF-052022,Office of Technology,Citywide,Citywide,"Upgrade HVAC, network and electrical system to accommodate an expansion of city-wide equipment and technology infrastructure.  This upgrade includes additional air conditioner (10 to 15 ton) = $60,000, additional 125 KVA UPS = $80,000, network equipment (router, switches, etc.) and 10 gig connection = $80,000, and electrical work as needed = $15,000.",CIB Prior Year,235000,,
2008,Community Facilities,Training Classroom Roof Replacement- Capital Maintenance,CF-660836-135,Fire,1683 Energy Park Drive,,A specified fund for Capital Maintenance work on City-owned facilities. This program funds the preservation of the City's physical assets.,CIB,30800,,
2008,Community Facilities,Como Zoo Primate Building Lighting Replacement- Capital Maintenance,CF-660836-134,Parks and Recreation,1250 Kaufman Drive,,A specified fund for Capital Maintenance work on City-owned facilities. This program funds the preservation of the City's physical assets.,CIB,11000,,
2008,Community Facilities,Como Zoo Old Hoofstock Pillar Restoration- Capital Maintenance,CF-660836-133,Parks and Recreation,1225 Estabrook Drive,,A specified fund for Capital Maintenance work on City-owned facilities. This program funds the preservation of the City's physical assets.,CIB,60000,,
2008,Community Facilities,Como Zoo Marine Mammal Exhibit Lights- Capital Maintenance,CF-660836-132,Parks and Recreation,1250 Kaufman Drive,,A specified fund for Capital Maintenance work on City-owned facilities. This program funds the preservation of the City's physical assets.,CIB,13000,,
2008,Community Facilities,Como Zoo Main Building Roof- Capital Maintenance,CF-660836-131,Parks and Recreation,1225 Estabrook Drive,,A specified fund for Capital Maintenance work on City-owned facilities. This program funds the preservation of the City's physical assets.,CIB,25000,,
2008,Community Facilities,Como Zoo Large Cat Building Entry Door Replacement- Capital Maintenance,CF-660836-130,Parks and Recreation,1250 Kaufman Drive,,A specified fund for Capital Maintenance work on City-owned facilities. This program funds the preservation of the City's physical assets.,CIB,50000,,
2008,Community Facilities,Como Zoo African Hoof Building Lighting Replacement- Capital Maintenance,CF-660836-129,Parks and Recreation,1250 Kaufman Drive,,A specified fund for Capital Maintenance work on City-owned facilities. This program funds the preservation of the City's physical assets.,CIB,17000,,
2008,Community Facilities,Como Woodland Outdoor Classroom,CF-101769,Parks and Recreation,Como Regional Park,10,"Funding is being requested to restore the Historic Dutch Ovens (Joyce Kilmer Fireplace) of Como Regional Park. This WPA feature was originally built with funds donated by the American Legion in 1936. As a result of years of abuse, this structure is crumbling and is currently fenced off from the public. Funding this project will allow the City to restore the Ovens and surrounding structures; the City would install protective firebox grates and a 150ft. boulder barrier along Como Avenue to protect the structure from future damage. We also request funds to have a comprehensive site plan written for the overall project. Main elements of the overall project include: 14.5 acre restored to native plant communities; 2930 ft. of trailes to guide visitors; 50 educational posts placed along the trail (which will correspond with web-accessible guides, written by teacher and students; registration for groups will be done online.)",CIB,40000,,
2008,Community Facilities,Como Streetcar Station Roof Saddles- Capital Maintenance,CF-660836-128,Parks and Recreation,1224 Lexington Pkwy,,A specified fund for Capital Maintenance work on City-owned facilities. This program funds the preservation of the City's physical assets.,CIB,11000,,
2008,Community Facilities,Como Zoo Seal Island Deck Resurfacing- Capital Maintenance,CF-660836-127,Parks and Recreation,1225 Estabrook Drive,,A specified fund for Capital Maintenance work on City-owned facilities. This program funds the preservation of the City's physical assets.,CIB,14000,,
2008,Community Facilities,Como Picnic Pavillion Serving Windows Replacement- Capital Maintenance,CF-660836-126,Parks and Recreation,1199 Midway Pkwy,,A specified fund for Capital Maintenance work on City-owned facilities. This program funds the preservation of the City's physical assets.,CIB,5000,,
2008,Community Facilities,Wigington Pavillion North & South Patio Replacement- Capital Maintenance,CF-660836-125,Parks and Recreation,200 Justice Ohang Blvd.,,A specified fund for Capital Maintenance work on City-owned facilities. This program funds the preservation of the City's physical assets.,CIB,100000,,
2008,Community Facilities,Como Golf Clubhouse Roof Repair- Capital Maintenance,CF-660836-124,Parks and Recreation,1431 Lexington Pkwy N.,,A specified fund for Capital Maintenance work on City-owned facilities. This program funds the preservation of the City's physical assets.,CIB,24000,,
2008,Community Facilities,Citywide Tree Planting Program,CF-660835,Parks and Recreation,Citywide,Citywide,"Planting of approximately 2,500 deciduous trees, 2 inch to 2 1/2 inch caliper, balled and burlapped, and approximately 50 evergreens, balled and burlapped.",CIB,350000,,
2008,Internal Service,City Hall Conference Room Media Upgrade,CF-171824,Office of Technology,City Hall,17,"The Saint Paul City Hall and Ramsey Court House Conference Rooms 40 A&B are the two primary meeting rooms for City/County meetings and events, as well as the site to host numerous public activities coordinated through the City and County.  In today's technology driven market, media presentation capabilities are expected to be part of any event.  Unfortunately, the media production and presentation equipment in the main meeting rooms for the City and County are antiquated and/or broken.  To bring the rooms up to modest but acceptable technological meeting room standards will cost approximately $110,000.  Included in the media equipment package:
""	New projector and large screen
""	Self-contained presentation kiosk
""	Cameras for meeting coverage & presentations
""	New audio system
""	Display monitors
While this package replaces the existing equipment, consideration should be given to make the rooms capable of video teleconferencing.  This would add an additional $20,000.",Internal Loan,130000,,
2008,Internal Service,City Data Network Upgrade,CF-661822,Office of Technology,Citywide-City Hall/Courthouse and other City facilities,Citywide,"This proposal upgrades all remaining 100 mbps network cabling in the City used Court House space and in City owned buildings to the current industry standard, Category 6. This proposal also upgrades network switches on these segments thereby enabling the transfer of electronic information at gigabit speeds throughout the City. Specific work areas affected by this proposal include Risk, Mayors Office, City Council, CAO, Animal Control, and areas in Fire, Police and Public Works.",Internal Loan,470000,,
2008,Internal Service,CIB Contingency,CF-660693,General Government,Internal Accounting,Citywide,"To set aside a portion of the Capital Improvement Bond proceeds, plus some interest earnings, for unforeseen budget needs such as new project cost overruns and matches to grant received.",CIB,250000,,
2008,Community Facilities,Children's Play Area Improvements,CF-661054,Parks and Recreation,Citywide,Citywide,"Continuation of an annual program which facilitates the systematic replacement, renovation and/or retrofitting of the City's existing children's play areas.",CIB,250000,,
2008,Community Facilities,Eastern District Roof Replacement Corner w/Billboard- Capital Maintenance,CF-660836-122,Police,722 Payne Avenue,,A specified fund for Capital Maintenance work on City-owned facilities. This program funds the preservation of the City's physical assets.,CIB,120000,,
2008,Internal Service,CHA Renovations Floors 2-5,CF-172042,Financial Services,25 W. Fourth Street,17,"Scope of construction work of the project: Floors 2-5 would be completely demo-ed out to the shell.  The spaces would receive new restrooms, new HVAC and electrical.  The building systems and the architectural design and look will be similar to floors 6-14 of the CHA.  The restrooms, located on floor 2 would be relocated into the office space on said floor.  The current workstations, files, and private office furniture would be reused.

Stacking of the building: Consideration in terms of a schematic layout of the PR and HR spaces would be done.   Options of HR on floors 2 & 3; PR on floors 4 & 5 would be reviewed.

Construction Period: If the project were to be broken into two phase, the construction time for floors 2-3 would be about 6 months; floors 4-5 about 6 months.

Any cost incurred for the temporary spaces would be part of the project cost.",OTHER,2700000,,
2008,Community Facilities,Central District Patrol Station,CF-551844,Police,North of Pennsylvania Ave by Western to Sylvan and Maryland,"6, 7","The police department, with the assistance of P.W. Real Estate Section and Design Group, is proposing relocating the Central District Office back into the community it serves. The Central District is currently located on the 1st floor of the Griffin Building. The space the district occupies is already over capacity for the personnel assigned there, as is the parking at this site.  The department will be expanding personnel that will include additions to the Central District. 

The first step in this process would be the locating of land/site and establishing a development plan.  The Central District is interested reviewing possible locations and acquiring property in the Rice Street area.  The site would need to be large enough to sustain a police district office to house the Central District officers, vehicles, and administrative offices.",CIB,50000,,
2008,Internal Service,Bond Sale Costs,CF-660692-1,General Government,Internal Accounting,Citywide,To set aside a portion of the Capital Improvement Bond proceeds to cover the cost of issuing the bonds.,STAR,215000,,
2008,Internal Service,Bond Sale Costs,CF-660692-1,General Government,Internal Accounting,Citywide,To set aside a portion of the Capital Improvement Bond proceeds to cover the cost of issuing the bonds.,CIB,130000,,
2008,Streets and Utilities,Bicycle Facilities Program,SU-661891-1,Public Works,Citywide,Citywide,"Establish an annual program to recognize and encourage bicycling as a viable transportation mode, and to construct bicycle facilities to further enhance bike usage. Funding will be used to install bike lanes, pavement markings and signs, and install bicycle racks in sidewalk areas.",CIB,30000,,
2008,Internal Service,Citywide Long-Term Capital Maintenance Program,CF-660836-1,General Government,Citywide,Citywide,A specified fund for Capital Maintenance work on City-owned facilities. This program funds the preservation of the City's physical assets.,CIB,0,,
2008,Community Facilities,Baker Play Area,CF-031743,Parks and Recreation,209 West Page Street,3,Demolish and re-construct the existing children's play area.  Upgrade the play equipment and surfacing to meet current safety and accessibility standards.  Repair site erosion problems.,CDBG,352000,,
2008,Streets and Utilities,Ayd Mill Road Ramp from I-35E,SU-551893,Public Works,I-35E north bound exit ramp between West 7th Street and Jefferson,"9, 15",Reconstruct the north bound I-35E exit ramp to Ayd Mill Road.  The ramp will be reconstructed to be combined with the north bound I-35E exit ramp to Randolph Avenue as originally indicated in the I35E Environmental Impact Study (EIS).  This work would be included with the planned mill and overlay work by Mn/DOT to reduce project cost and minimize traffic disruption.,MSA,150000,,
2008,Community Facilities,Oxford Aquatic Center Gutter Replacement and Tile Repair- Capital Maintenance,CF-660836-117,Parks and Recreation,270 Lexington Pkwy N.,8,A specified fund for Capital Maintenance work on City-owned facilities. This program funds the preservation of the City's physical assets.,CIB,200000,,
2008,Community Facilities,Eastern District Roof Replacement- Capital Maintenance,CF-660836-123,Police,722 Payne Avenue,,A specified fund for Capital Maintenance work on City-owned facilities. This program funds the preservation of the City's physical assets.,CIB,180000,,
2008,Streets and Utilities,Albert Street Bicycle Route Connection,SU-111763,Public Works,Albert Street between Minnehaha and Pierce Butler Route,11,"Place ""share-the-road"" bicycle route signs on both sides of Albert Street between Minnehaha Ave. and Pierce Butler Route, and also on one block of Taylor Ave. between Albert Street and Hamline Ave. Install a curb cut at the cul-de-sac on Taylor Avenue adjacent to Hamline Avenue to allow bicyclists to cross to the Hamline/Pierce Butler intersection.",CIB,8000,,
2008,Community Facilities,Baker Rec Annex Furnace Replacement- Capital Maintenance,CF-660836-116,Parks and Recreation,670 Waseca Street,3,A specified fund for Capital Maintenance work on City-owned facilities. This program funds the preservation of the City's physical assets.,CIB,25000,,
2008,Community Facilities,Hayden Heights Rec Center Roof Replacement- Capital Maintenance,CF-660836-115,Parks and Recreation,1965 Hoyt Ave E,2,A specified fund for Capital Maintenance work on City-owned facilities. This program funds the preservation of the City's physical assets.,CIB,102000,,
2008,Streets and Utilities,Ashland/Pascal RSVP,SU-6600816-24,Public Works,Ashland/Pascal RSVP,13,"Grade and pave existing oiled and older paved residential streets with new bituminous pavement.   Other work to be done includes the construction of concrete curbs and gutters, driveway aprons, outwalks, handicapped pedestrian ramps, grade and sod boulevards, plant trees and install street lighting.  This program also includes installation of street lighting on newer paved residential streets that currently do not have any street lighting.",Street Bonds,4432000,,
2008,Community Facilities,Cherokee Park Restroom Building Re-Roof- Capital Maintenance,CF-660836-121,Parks and Recreation,777 Chippewa Street,,A specified fund for Capital Maintenance work on City-owned facilities. This program funds the preservation of the City's physical assets.,CIB,45000,,
2008,Streets and Utilities,Citywide Lighting Improvements Program,SU-660826-1,Public Works,Citywide,Citywide,Installation and/or adjustments to lighting as necessary and in compliance with lighting policy.,CIB,25000,,
2008,Community Facilities,Asphalt Restoration and Replacement Program,CF-661722-1,Parks and Recreation,Citywide,Citywide,"This proposal requests continued support of the Asphalt Restoration and Replacement Program.  The program was first established in the 1996-97 budget to systematically resurface, seal coat, and/or repair the over 50 miles of paved paths and trails in the City's park system, including paved sites, building access routes, and parking lots.",CIB,250000,,
2008,Streets and Utilities,Signal Installation Program,SU-660825-1,Public Works,Citywide,Citywide,"To administer, design and construct new traffic signal installations when warranted or substantially revise an in-place traffic signal system if necessary.",CIB,45000,,
2008,Community Facilities,Municipal Equipment Garage Back-Up Generator- Capital Maintenance,CF-660836-118,Public Works,891 North Dale Street,,A specified fund for Capital Maintenance work on City-owned facilities. This program funds the preservation of the City's physical assets.,CIB,45000,,
2008,Internal Service,Emergency Contingency- Capital Maintenance,CF-660836-1C,General Government,Citywide,Citywide,A specified fund for Capital Maintenance work on City-owned facilities. This program funds the preservation of the City's physical assets.,CIB,73996,,
2008,Community Facilities,City Hall Annex 7th Floor Computer Room Remodel- Capital Maintenance,CF-660836-120,Public Works,25 4th Street West,,A specified fund for Capital Maintenance work on City-owned facilities. This program funds the preservation of the City's physical assets.,CIB,55000,,
2007,Streets and Utilities,Maryland Avenue Bridge over BN RR Bridges 6599 and 6600,SU-061157-1,Public Works,Maryland Avenue just west of I35E,6,Redeck the existing bridge.,Federal,440000,,
2007,Internal Service,Emergency Contingency- Capital Maintenance,CF-660836-1C,General Government,Citywide,Citywide,A specified fund for Capital Maintenance work on City-owned facilities. This program funds the preservation of the City's physical assets.,CIB,42000,,
2007,Community Facilities,"Station 9, 19, 22 Window Replacement- Capital Maintenance",CF-660836-113,Fire,1624 E Maryland; 2530 Edgcumbe Road; 225 Front Street,,A specified fund for Capital Maintenance work on City-owned facilities. This program funds the preservation of the City's physical assets.,CIB,60000,,
2007,Community Facilities,Station 1 and 6 Boiler Replacement- Capital Maintenance,CF-660836-112,Fire,296 W 7th St; 333 Concord St,,A specified fund for Capital Maintenance work on City-owned facilities. This program funds the preservation of the City's physical assets.,CIB,63250,,
2007,Community Facilities,Station 14 AC Unit Replacement- Capital Maintenance,CF-660836-111,Fire,111 N Snelling Ave,,A specified fund for Capital Maintenance work on City-owned facilities. This program funds the preservation of the City's physical assets.,CIB,18975,,
2007,Community Facilities,South Classroom Siding- Capital Maintenance,CF-660836-110,Fire,1691 Energy Park Drive,,A specified fund for Capital Maintenance work on City-owned facilities. This program funds the preservation of the City's physical assets.,CIB,10753,,
2007,Community Facilities,"Replace Boilers at Stations 9, 19, 22- Capital Maintenance",CF-660836-109,Fire,1624 E Maryland; 2530 Edgcumbe Road; 225 Front Street,,A specified fund for Capital Maintenance work on City-owned facilities. This program funds the preservation of the City's physical assets.,CIB,54875,,
2007,Community Facilities,Reroof and Sheetmetal Arlington Hills- Capital Maintenance,CF-660836-108,Library,1105 Greenbrier,,A specified fund for Capital Maintenance work on City-owned facilities. This program funds the preservation of the City's physical assets.,CIB,90000,,
2007,Community Facilities,New Western District Office,CF-081583,Police,"390 Hamline Ave N, St Paul, MN 55104",8,"The proposal is to build a 18,916 SF building consisting of the following spaces:

Police District Offices (17,716 SF): Entrance Lobby, Information Desk / Watch Office, Public Restrooms, Access to Community Meeting Rooms, Roll Call - Briefing Room / Mail Center, Private Offices for Commanders, Rooms for Volunteers, Special Program Staff and City Attorneys, Open Office Workstation Area for Investigators, Open Office Workstation Area for Patrol Sergeants, Interview Rooms, Holding Rooms, Mens' and Womens' Locker/ Shower Rooms for Police Staff, Staff Restrooms, Break / Coffee Room, Fitness Center, Secure / Gated Storage Area in Garage Space, Secure Storage for Weapons, Equipment and Evidence, Storage Areas for Records, and Handouts and Office Supplies.

Community Space (1,200SF): 2 Smaller Meeting Rooms for Groups ranging from 10-40 Attendees, Public Restrooms to support Meeting Rooms, and Food Warming / Serving Area shared by all Meeting Rooms.

No specific site has been identified for this proposed facility at this time.  The City Real Estate Division staff will be working with the Police to identify and evaluate possible site options in the area. This proposal assumes a vacant generic site of 70,000 sf.  A final cost estimate will be prepared and submitted in upon completion of the site selection. The proposal requires 120 parking spaces for squad cars (secured parking), and for employee and visitors' vehicles.",Public Safety Bonds,10515000,,
2007,Streets and Utilities,Grigg/Jefferson RSVP,SU-6600816-19,Public Works,Grigg/Jefferson RSVP,14,"Grade and pave existing oiled and older paved residential streets with new bituminous pavement.   Other work to be done includes the construction of concrete curbs and gutters, driveway aprons, outwalks, handicapped pedestrian ramps, grade and sod boulevards, plant trees and install street lighting.  This program also includes installation of street lighting on newer paved residential streets that currently do not have any street lighting.",Street Bonds,6415000,,
2007,Streets and Utilities,Sewer System Rehabilitation Program,SU-660820-1,Public Works,Citywide,Citywide,"Continue a long term, systematic program which identifies and prioritizes maintenance, repair, rehabilitation and replacement needs within the City's Sewer System.",Sewer,6334000,,
2007,Streets and Utilities,Sewer Tunnel Rehabilitation,SU-661683-1,Public Works,St. Albans Tunnel,Citywide,"First project of a long term program which identifies and prioritizes 
maintenance, repair, rehabilitation and replacement needs within the 
City's sewer tunnel system.",Sewer,3000000,,
2007,Streets and Utilities,Downtown Capital Projects Fund,RE-550838-1,Public Works,Downtown area,"1, 2, 4, 9, 17","This proposal would make available tax increment revenues from the Downtown Tax Increment District to finance future capital projects.  Through the repayment of a $7 million Subordinated Tax Increment Note from the City to the HRA, the City is able to finance capital projects in the downtown TIF district.  The HRA would transfer excess TIF revenues (after meeting debt service obligations) to the Downtown Capital Projects fund to cover principal and interest payments on the note and/or finance additional capital projects.  This process would continue until FY2008, and would then be closed in accordance with State law.",TIF,2500000,,
2007,Streets and Utilities,White Bear/ Burns RSVP,SU-6600816-16,Public Works,White Bear/ Burns RSVP,1,"Grade and pave existing oiled and older paved residential streets with new bituminous pavement.   Other work to be done includes the construction of concrete curbs and gutters, driveway aprons, outwalks, handicapped pedestrian ramps, grade and sod boulevards, plant trees and install street lighting.  This program also includes installation of street lighting on newer paved residential streets that currently do not have any street lighting.",Street Bonds,1993000,,
2007,Streets and Utilities,Major Sewer Repair Program,SU-660819-1,Public Works,Citywide,Citywide,"This is an annual program to repair, replace or rehabilitate major defects in the Saint Paul Sewer System.  These projects are not part of the planned sewer rehabilitation program.  They are normally related to some unanticipated problem and are generally beyond the equipment and time capabilities of Public Works Sewer Maintenance.",Sewer,1903000,,
2007,Community Facilities,Jimmy Lee Recreation Center/Oxford Pool Redevelopment,CF-080746,Parks and Recreation,"1063 and 1079 Iglehart / Lexington, Marshall, Oxford, Iglehart",8,"The City has completed land acquisition adjacent to the existing Jimmy Lee Recreation Center and Oxford Swimming Pool. The approved 2004 CIB funding of $250,000 is presently being used for preliminary design of the new facility, refining the extent of project construction, sitework and operating costs.  The project will integrate the facility needs of Jimmy Lee Recreation Center, Oxford Pool and the Summit University Teen Center.  Approved 2005 funding of $1M will be used to complete detail design, construction documents and begin the construction phase, including construction of new additions, remodeling of existing facilities and extensive sitework.  The Mayor proposes that the additional total project costs not exceed $9.5M for the combined construction of the recreation center and pool facility.  Construction would begin spring 2006.",CIB Prior Year,1775000,,
2007,Residential and Economic Development,Home Purchase and Rehabilitation Fund,RE-660810-1,Planning and Economic Development,Citywide,Citywide,"This is a flexible source of financing to primarily assist home buyers, home owners and small rental property owners (1-4 units) in the purchase or refinancing and rehabilitation of their homes.  Eligible uses of funds are all uses defined as eligible under CDBG rules as they pertain to the purchase, rehabilitation, relocation, and refinancing of residential properties.  Loans and grants are used for, but not limited to: rehabilitation and related costs, purchase or refinancing and rehabilitation financing costs, gap financing related to rehabilitation, historic preservation, code enforcement and the treatment of hazardous materials.  The flexible funds address the rehabilitation needs of new and existing home owners, and the home improvement needs for single family and small rental property owners.  The primary use of the flexible funds include the existing Single Family Deferred (due on sale) Home Improvement Loan Program administered by PED¿s Home Loan Fund, and existing and new programs administered by Community Development Corporations (CDCs).",CDBG,1625000,,
